month,day_type,hour,outdoor_dry_bulb_temperature,outdoor_dry_bulb_temperature_predicted_6h,outdoor_dry_bulb_temperature_predicted_12h,outdoor_dry_bulb_temperature_predicted_24h,outdoor_relative_humidity,outdoor_relative_humidity_predicted_6h,outdoor_relative_humidity_predicted_12h,outdoor_relative_humidity_predicted_24h,diffuse_solar_irradiance,diffuse_solar_irradiance_predicted_6h,diffuse_solar_irradiance_predicted_12h,diffuse_solar_irradiance_predicted_24h,direct_solar_irradiance,direct_solar_irradiance_predicted_6h,direct_solar_irradiance_predicted_12h,direct_solar_irradiance_predicted_24h,carbon_intensity,non_shiftable_load,solar_generation,electrical_storage_soc,net_electricity_consumption,electricity_pricing,electricity_pricing_predicted_6h,electricity_pricing_predicted_12h,electricity_pricing_predicted_24h,action
8.0,1.0,24.0,20.0,18.9,22.2,19.4,81.0,90.0,71.0,79.0,0.0,15.0,589.0,0.0,0.0,14.0,144.0,0.0,0.1915788613100585,9.918212890625013e-08,0.0,0.9999781523143593,2.0648552009352596,0.22,0.22,0.22,0.22,-0.3965039849281311
8.0,2.0,1.0,19.4,20.0,21.0,20.0,87.0,87.0,78.0,78.0,0.0,116.0,554.0,0.0,0.0,42.0,133.0,0.0,0.1727136117854004,9.918212890625013e-08,0.0,0.8284714960804681,-0.9999999008178709,0.22,0.22,0.22,0.22,-0.007401935290545225
8.0,2.0,2.0,19.4,20.0,21.0,19.4,87.0,87.0,78.0,84.0,0.0,252.0,907.0,0.0,0.0,74.0,685.0,0.0,0.1668172895336914,9.918212890625013e-08,0.0,0.8203470135436436,-0.047371138268532245,0.22,0.22,0.22,0.22,-0.17433388531208038
8.0,2.0,3.0,19.4,20.0,22.8,19.4,90.0,84.0,68.0,84.0,0.0,292.0,789.0,0.0,0.0,35.0,777.0,0.0,0.1635285398957519,9.918212890625013e-08,0.0,0.6289953603910944,-1.1157096776535556,0.22,0.22,0.22,0.22,0.07116816192865372
8.0,2.0,4.0,18.9,21.7,22.8,19.4,90.0,76.0,67.0,84.0,0.0,436.0,631.0,0.0,0.0,95.0,703.0,0.0,0.1625312271875,9.918212890625013e-08,0.0,0.6938310108993225,0.4554648799172235,0.22,0.22,0.54,0.22,-0.10145189613103867
8.0,2.0,5.0,18.3,21.7,22.2,18.9,93.0,73.0,68.0,87.0,0.0,604.0,443.0,0.0,0.0,209.0,585.0,0.0,0.1673587400671387,9.918212890625013e-08,0.0,0.5824759282361724,-0.6492754747716325,0.22,0.22,0.54,0.22,-0.02286667563021183
8.0,2.0,6.0,18.9,22.2,23.3,19.4,90.0,71.0,79.0,84.0,15.0,589.0,245.0,27.0,14.0,144.0,337.0,144.0,0.1707614967763671,1.0070800781250013e-07,0.048350000000000004,0.5573771438815993,-0.19469281627093893,0.22,0.22,0.54,0.22,0.30109184980392456
8.0,2.0,7.0,20.0,21.0,22.8,21.1,87.0,78.0,68.0,76.0,116.0,554.0,27.0,192.0,42.0,133.0,147.0,395.0,0.183889502395996,0.2226833661397298,0.40983333333333327,0.8341358619002085,1.73978752269291,0.22,0.22,0.54,0.22,0.02761855721473694
8.0,2.0,8.0,20.0,21.0,22.8,22.8,87.0,78.0,61.0,66.0,252.0,907.0,0.0,404.0,74.0,685.0,0.0,609.0,0.1978049264521484,0.404700001525879,1.0064166666666665,0.8592968696941824,-0.42496278347036365,0.22,0.22,0.54,0.22,0.5760965347290039
8.0,2.0,9.0,20.0,22.8,20.0,24.4,84.0,68.0,84.0,64.0,292.0,789.0,0.0,611.0,35.0,777.0,0.0,730.0,0.2108287670388183,0.3667499999999999,1.6688166666666666,0.9999722281779305,-0.3530436405987525,0.22,0.22,0.22,0.22,0.7552167177200317
8.0,2.0,10.0,21.7,22.8,20.6,23.9,76.0,67.0,78.0,66.0,436.0,631.0,0.0,778.0,95.0,703.0,0.0,793.0,0.2233762446647949,1.6906500391642252,2.2171166666666666,0.9999714867331001,-0.5264709506281247,0.22,0.54,0.22,0.22,-0.38417893648147583
8.0,2.0,11.0,21.7,22.2,20.6,25.0,73.0,68.0,78.0,62.0,604.0,443.0,0.0,897.0,209.0,585.0,0.0,811.0,0.2393086775073242,1.2777500142415368,2.604883333333333,0.8284648304992089,-2.327133319091796,0.22,0.54,0.22,0.22,0.5973617434501648
8.0,2.0,12.0,22.2,23.3,19.4,25.0,71.0,79.0,79.0,58.0,589.0,245.0,0.0,958.0,144.0,337.0,0.0,815.0,0.2447691677241211,0.3868833401997885,2.8065666666666664,0.9999707054574459,-1.262671706268341,0.22,0.54,0.22,0.22,0.6875895857810974
8.0,2.0,13.0,21.0,22.8,20.0,25.0,78.0,68.0,78.0,58.0,554.0,27.0,0.0,960.0,133.0,147.0,0.0,819.0,0.2435676361811523,0.5317333333333334,2.764283333333333,0.999969801515637,-2.2325552705931577,0.22,0.54,0.22,0.22,0.6934401988983154
8.0,2.0,14.0,21.0,22.8,19.4,24.4,78.0,61.0,84.0,58.0,907.0,0.0,0.0,901.0,685.0,0.0,0.0,812.0,0.2433008352714843,3.5001833333333336,2.5526999999999997,0.9999698015115192,0.9474833333093242,0.22,0.54,0.22,0.22,-0.4486808478832245
8.0,2.0,15.0,22.8,20.0,19.4,25.0,68.0,84.0,84.0,56.0,789.0,0.0,0.0,790.0,777.0,0.0,0.0,771.0,0.2491606824584961,2.269616666666667,2.1424333333333334,0.8284631452776281,-0.8728166666666666,0.22,0.22,0.22,0.22,-0.03846101462841034
8.0,2.0,16.0,22.8,20.6,19.4,23.9,67.0,78.0,84.0,64.0,631.0,0.0,0.0,632.0,703.0,0.0,0.0,604.0,0.2508627875458984,4.035183333333333,1.5747666666666666,0.7862480050417444,2.2142737987285677,0.54,0.22,0.22,0.54,-0.100960873067379
8.0,2.0,17.0,22.2,20.6,18.9,23.3,68.0,78.0,87.0,64.0,443.0,0.0,0.0,362.0,585.0,0.0,0.0,293.0,0.2472610998481445,2.5872583333333337,0.90725,0.675432504296118,1.0338788875204408,0.54,0.22,0.22,0.54,0.7800872921943665
8.0,2.0,18.0,23.3,19.4,19.4,22.8,79.0,79.0,84.0,64.0,245.0,0.0,27.0,124.0,337.0,0.0,144.0,31.0,0.2365138431572265,0.6544166666666672,0.31443333333333334,0.9999683231284874,2.592334477648704,0.54,0.22,0.22,0.54,0.6686480641365051
8.0,2.0,19.0,22.8,20.0,21.1,22.2,68.0,78.0,76.0,68.0,27.0,0.0,192.0,13.0,147.0,0.0,395.0,13.0,0.2257806089484863,2.2416166666666664,0.023383333333333332,0.999966563423414,2.218223073060571,0.54,0.22,0.22,0.54,0.13334225118160248
8.0,2.0,20.0,22.8,19.4,22.8,21.1,61.0,84.0,66.0,78.0,0.0,0.0,404.0,0.0,0.0,0.0,609.0,0.0,0.2217600739992676,0.7588333333333336,0.0,0.9999665634153978,0.7588333332865944,0.54,0.22,0.22,0.54,0.42436277866363525
8.0,2.0,21.0,20.0,19.4,24.4,20.6,84.0,84.0,64.0,78.0,0.0,0.0,611.0,0.0,0.0,0.0,730.0,0.0,0.2180475630119629,0.3484333333333331,0.0,0.9999665634153978,0.3484333333333331,0.22,0.22,0.22,0.22,-0.1240021139383316
8.0,2.0,22.0,20.6,19.4,23.9,20.6,78.0,84.0,66.0,73.0,0.0,0.0,778.0,0.0,0.0,0.0,793.0,0.0,0.2063346791623535,1.58875,0.0,0.8638611117330371,0.7951630065205886,0.22,0.22,0.22,0.22,-0.46188315749168396
8.0,2.0,23.0,20.6,18.9,25.0,20.0,78.0,87.0,62.0,76.0,0.0,0.0,897.0,0.0,0.0,0.0,811.0,0.0,0.1926318486711425,3.18445,0.0,0.3717766424364837,0.22849846512657557,0.22,0.22,0.22,0.22,0.11251664161682129
8.0,2.0,24.0,19.4,19.4,25.0,18.9,79.0,84.0,58.0,84.0,0.0,27.0,958.0,0.0,0.0,144.0,815.0,0.0,0.1794455383181152,2.1473916666666653,0.0,0.47428045364604043,2.86747198561322,0.22,0.22,0.22,0.22,-0.7333359718322754
8.0,3.0,1.0,20.0,21.1,25.0,19.4,78.0,76.0,58.0,81.0,0.0,192.0,960.0,0.0,0.0,395.0,819.0,0.0,0.1649591791411132,0.2763833333333332,0.0,0.0,-2.5472537702039606,0.22,0.22,0.22,0.22,0.5104522705078125
8.0,3.0,2.0,19.4,22.8,24.4,20.0,84.0,66.0,58.0,81.0,0.0,404.0,901.0,0.0,0.0,609.0,812.0,0.0,0.1573014365639648,0.7919499999999999,0.0,0.48203752313872045,4.058716682501673,0.22,0.22,0.22,0.22,-0.5657986998558044
8.0,3.0,3.0,19.4,24.4,25.0,19.4,84.0,64.0,56.0,84.0,0.0,611.0,790.0,0.0,0.0,730.0,771.0,0.0,0.1590283751489258,2.37795,0.0,0.0,-0.5487760623061901,0.22,0.22,0.22,0.22,0.21655558049678802
8.0,3.0,4.0,19.4,23.9,23.9,18.9,84.0,66.0,64.0,87.0,0.0,778.0,632.0,0.0,0.0,793.0,604.0,0.0,0.1568993387729492,0.2698666666666668,0.0,0.197282847631409,1.655761436517575,0.22,0.22,0.54,0.22,-0.521983802318573
8.0,3.0,5.0,18.9,25.0,23.3,18.9,87.0,62.0,64.0,87.0,0.0,897.0,362.0,0.0,0.0,811.0,293.0,0.0,0.1573835227626953,0.6713666666666668,0.0,0.0,-0.5227309603347873,0.22,0.22,0.54,0.22,0.213137686252594
8.0,3.0,6.0,19.4,25.0,22.8,18.9,84.0,58.0,64.0,87.0,27.0,958.0,124.0,13.0,144.0,815.0,31.0,7.0,0.1679024746179199,1.064599999999999,0.06158333333333334,0.19416874330344228,2.3670351256638167,0.22,0.22,0.54,0.22,-0.14195041358470917
8.0,3.0,7.0,21.1,25.0,22.2,20.0,76.0,58.0,68.0,81.0,192.0,960.0,13.0,80.0,395.0,819.0,13.0,5.0,0.1787227368083496,1.1634666666666662,0.44486666666666674,0.038365253942587975,-0.1898398983814269,0.22,0.22,0.54,0.22,0.3295885920524597
8.0,3.0,8.0,22.8,24.4,21.1,21.1,66.0,58.0,78.0,76.0,404.0,901.0,0.0,418.0,609.0,812.0,0.0,512.0,0.2031152252260742,0.6377833333333331,1.0345333333333333,0.342453018795592,1.712516235954009,0.22,0.22,0.54,0.22,-0.2919408082962036
8.0,3.0,9.0,24.4,25.0,20.6,23.9,64.0,56.0,78.0,64.0,611.0,790.0,0.0,616.0,730.0,771.0,0.0,736.0,0.2138146144506836,0.3881666666666665,1.6357666666666666,0.024482023472187642,-3.115928849555683,0.22,0.22,0.22,0.22,0.568965494632721
8.0,3.0,10.0,23.9,23.9,20.6,25.6,66.0,64.0,73.0,60.0,778.0,632.0,0.0,778.0,793.0,604.0,0.0,793.0,0.2155149753793945,0.5412833333333337,2.1475,0.5642226261546629,2.034977253650366,0.22,0.54,0.22,0.22,-0.3814166784286499
8.0,3.0,11.0,25.0,23.3,20.0,23.3,62.0,64.0,76.0,71.0,897.0,362.0,0.0,897.0,811.0,293.0,0.0,739.0,0.2312306065280761,1.191366666666667,2.715133333333333,0.1536519998580406,-3.9647022815173134,0.22,0.54,0.22,0.22,-0.2874005138874054
8.0,3.0,12.0,25.0,22.8,18.9,22.2,58.0,64.0,84.0,71.0,958.0,124.0,0.0,720.0,815.0,31.0,0.0,276.0,0.2402374281679687,2.5515333333333343,2.80415,0.0,-1.1548975880794132,0.22,0.54,0.22,0.22,-0.5838323831558228
8.0,3.0,13.0,25.0,22.2,19.4,22.2,58.0,68.0,81.0,71.0,960.0,13.0,0.0,474.0,819.0,13.0,0.0,66.0,0.2455476162016601,1.1928583333333336,2.838141666666667,0.0,-1.6452833333333334,0.22,0.54,0.22,0.22,0.1960318237543106
8.0,3.0,14.0,24.4,21.1,20.0,22.2,58.0,78.0,81.0,73.0,901.0,0.0,0.0,441.0,812.0,0.0,0.0,30.0,0.2436962609633789,0.1793333333333334,2.6104666666666665,0.17858343095046278,-1.1766003320726925,0.22,0.54,0.22,0.22,-0.24038398265838623
8.0,3.0,15.0,25.0,20.6,19.4,21.7,56.0,78.0,84.0,76.0,790.0,0.0,0.0,328.0,771.0,0.0,0.0,18.0,0.2456527640541992,2.233683333333334,2.1855333333333333,0.0,-0.9939544232269772,0.22,0.22,0.22,0.22,-0.05129832401871681
8.0,3.0,16.0,23.9,20.6,18.9,20.6,64.0,73.0,87.0,81.0,632.0,0.0,0.0,446.0,604.0,0.0,0.0,206.0,0.2490760769194336,2.4908833333333336,1.5952833333333334,0.0,0.8956000000000002,0.54,0.22,0.22,0.54,-0.7153161764144897
8.0,3.0,17.0,23.3,20.0,18.9,20.0,64.0,76.0,87.0,81.0,362.0,0.0,0.0,437.0,293.0,0.0,0.0,482.0,0.247514030543457,2.54715,0.9275,0.0,1.6196499999999998,0.54,0.22,0.22,0.54,-0.35116973519325256
8.0,3.0,18.0,22.8,18.9,18.9,20.0,64.0,84.0,87.0,78.0,124.0,0.0,13.0,239.0,31.0,0.0,7.0,325.0,0.2499685324682617,3.5078500000000004,0.30559166666666665,0.0,3.202258333333334,0.54,0.22,0.22,0.54,0.710118293762207
8.0,3.0,19.0,22.2,19.4,20.0,19.4,68.0,81.0,81.0,81.0,13.0,0.0,80.0,23.0,13.0,0.0,5.0,135.0,0.2512759870454101,0.2054666666666665,0.01725,0.6633713244520038,4.732709589526437,0.54,0.22,0.22,0.54,-0.2891741096973419
8.0,3.0,20.0,21.1,20.0,21.1,19.4,78.0,81.0,76.0,79.0,0.0,0.0,418.0,0.0,0.0,0.0,512.0,0.0,0.2456024326176757,1.0052833333333335,0.0,0.3483015832500702,-0.8453168275942047,0.54,0.22,0.22,0.54,-0.41762250661849976
8.0,3.0,21.0,20.6,19.4,23.9,19.4,78.0,84.0,64.0,84.0,0.0,0.0,616.0,0.0,0.0,0.0,736.0,0.0,0.2378348357280273,3.524,0.0,0.0,1.4435616284454258,0.22,0.22,0.22,0.22,-0.4975498616695404
8.0,3.0,22.0,20.6,18.9,25.6,18.9,73.0,87.0,60.0,84.0,0.0,0.0,778.0,0.0,0.0,0.0,793.0,0.0,0.2148102522128906,3.164983333333334,0.0,0.0,3.164983333333334,0.22,0.22,0.22,0.22,-0.10980237275362015
8.0,3.0,23.0,20.0,18.9,23.3,18.9,76.0,87.0,71.0,87.0,0.0,0.0,897.0,0.0,0.0,0.0,739.0,0.0,0.1966851073596191,0.2858666666666669,0.0,0.0,0.2858666666666669,0.22,0.22,0.22,0.22,0.41519320011138916
8.0,3.0,24.0,18.9,18.9,22.2,20.0,84.0,87.0,71.0,68.0,0.0,13.0,720.0,0.0,0.0,7.0,276.0,0.0,0.1755839986604004,0.2816833333333333,0.0,0.3873520116475915,2.938747770170875,0.22,0.22,0.22,0.22,-0.7481568455696106
8.0,4.0,1.0,19.4,20.0,22.2,18.9,81.0,81.0,71.0,84.0,0.0,80.0,474.0,0.0,0.0,5.0,66.0,0.0,0.1702522162810058,0.7644666666666665,0.0,0.0,-1.5353219810030354,0.22,0.22,0.22,0.22,-0.35787153244018555
8.0,4.0,2.0,20.0,21.1,22.2,20.0,81.0,76.0,73.0,78.0,0.0,418.0,441.0,0.0,0.0,512.0,30.0,0.0,0.1580840378002929,1.2278833333333348,0.0,0.0,1.2278833333333348,0.22,0.22,0.22,0.22,-0.15772174298763275
8.0,4.0,3.0,19.4,23.9,21.7,19.4,84.0,64.0,76.0,81.0,0.0,616.0,328.0,0.0,0.0,736.0,18.0,0.0,0.1569343742145996,1.0431333333333337,0.0,0.0,1.0431333333333337,0.22,0.22,0.22,0.22,0.0006067629437893629
8.0,4.0,4.0,18.9,25.6,20.6,19.4,87.0,60.0,81.0,81.0,0.0,778.0,446.0,0.0,0.0,793.0,206.0,0.0,0.1608464944743652,0.2736833333333332,0.0,0.0005527494184896263,0.2775663497096689,0.22,0.22,0.54,0.22,0.6693215370178223
8.0,4.0,5.0,18.9,23.3,20.0,19.4,87.0,71.0,81.0,81.0,0.0,897.0,437.0,0.0,0.0,739.0,482.0,0.0,0.1677028653454589,0.2728333333333333,0.0,0.6304658368491124,4.556197220319886,0.22,0.22,0.54,0.22,-0.3469898998737335
8.0,4.0,6.0,18.9,22.2,20.0,19.4,87.0,71.0,78.0,79.0,13.0,720.0,239.0,18.0,7.0,276.0,325.0,52.0,0.1690094340007324,0.2022166666666665,0.03555,0.2552798437502306,-2.0539088709733693,0.22,0.22,0.54,0.22,-0.2800523638725281
8.0,4.0,7.0,20.0,22.2,19.4,20.0,81.0,71.0,81.0,76.0,80.0,474.0,23.0,111.0,5.0,66.0,135.0,47.0,0.1827238922165527,0.1947666666666666,0.41414999999999996,0.0,-1.7169799260598282,0.22,0.22,0.54,0.22,-0.5612108111381531
8.0,4.0,8.0,21.1,22.2,19.4,20.0,76.0,73.0,79.0,78.0,418.0,441.0,0.0,218.0,512.0,30.0,0.0,28.0,0.200148591244873,0.5026833333333334,0.8739833333333332,0.0,-0.37129999999999985,0.22,0.22,0.54,0.22,-0.5436103940010071
8.0,4.0,9.0,23.9,21.7,19.4,20.6,64.0,76.0,84.0,73.0,616.0,328.0,0.0,355.0,736.0,18.0,0.0,88.0,0.2059944713198242,1.0831666666666664,1.4591666666666667,0.0,-0.37600000000000033,0.22,0.22,0.22,0.22,0.08488345891237259
8.0,4.0,10.0,25.6,20.6,18.9,21.1,60.0,81.0,84.0,73.0,778.0,446.0,0.0,386.0,793.0,206.0,0.0,41.0,0.2118523943952636,0.4073666666666666,2.21515,0.07732672133074064,-1.2645698712982774,0.22,0.54,0.22,0.22,0.5450226068496704
8.0,4.0,11.0,23.3,20.0,18.9,21.7,71.0,81.0,87.0,73.0,897.0,437.0,0.0,615.0,739.0,482.0,0.0,262.0,0.2260206937766113,0.1870166666666668,2.634983333333333,0.5942197956808095,1.0399153692890857,0.22,0.54,0.22,0.22,0.7680796980857849
8.0,4.0,12.0,22.2,20.0,20.0,21.7,71.0,78.0,68.0,70.0,720.0,239.0,0.0,958.0,276.0,325.0,0.0,749.0,0.2279598660207519,0.1825166666666666,2.821466666666667,0.9999219775854071,0.17035552843879076,0.22,0.54,0.22,0.22,-0.5887895822525024
8.0,4.0,13.0,22.2,19.4,18.9,21.7,71.0,81.0,84.0,73.0,474.0,23.0,0.0,960.0,66.0,135.0,0.0,819.0,0.2254461042280273,0.1766499999999998,2.804866666666667,0.8284153213515161,-3.628216666666667,0.22,0.54,0.22,0.22,0.2342950850725174
8.0,4.0,14.0,22.2,19.4,20.0,21.1,73.0,79.0,78.0,76.0,441.0,0.0,0.0,901.0,30.0,0.0,0.0,812.0,0.2248382372390136,1.631666666666667,2.5976166666666667,0.9999190013315337,0.23884836918497987,0.22,0.54,0.22,0.22,0.005762467626482248
8.0,4.0,15.0,21.7,19.4,19.4,20.6,76.0,84.0,81.0,75.0,328.0,0.0,0.0,784.0,18.0,0.0,0.0,771.0,0.232034829795166,1.5092666666666683,2.1857166666666665,0.9999180600065617,-0.6764554885623237,0.22,0.22,0.22,0.22,-0.4887886643409729
8.0,4.0,16.0,20.6,18.9,19.4,20.0,81.0,84.0,81.0,78.0,446.0,0.0,0.0,626.0,206.0,0.0,0.0,698.0,0.2323185047480468,1.651366666666667,1.5824,0.8284114037726705,-0.9310333333333328,0.54,0.22,0.22,0.54,0.4735477864742279
8.0,4.0,17.0,20.0,18.9,19.4,20.0,81.0,87.0,81.0,78.0,437.0,0.0,0.0,438.0,482.0,0.0,0.0,580.0,0.234055991340332,1.5184833333333343,0.8974500000000001,0.9999172786882526,1.7887554203672424,0.54,0.22,0.22,0.54,-0.6645177602767944
8.0,4.0,18.0,20.0,20.0,19.4,19.4,78.0,68.0,79.0,79.0,239.0,0.0,18.0,242.0,325.0,0.0,52.0,319.0,0.2335004352695312,1.2099833333333334,0.2970833333333333,0.8284106224543615,-0.08709999999999979,0.54,0.22,0.22,0.54,-0.1436838060617447
8.0,4.0,19.0,19.4,18.9,20.0,19.4,81.0,84.0,76.0,79.0,23.0,0.0,111.0,22.0,135.0,0.0,47.0,129.0,0.2227981252712402,1.5490333333333337,0.017216666666666665,0.67071046938564,0.612317933896443,0.54,0.22,0.22,0.54,0.14074137806892395
